STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TIME,QGAG,Measurement Flag,Quality Flag,Units,QPCP,Measurement Flag,Quality Flag,Units
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080422,16:45,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080501,0:15,-9999, , , ,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080523,9:15,4.02, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080524,13:45,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080601,0:15,-9999, , , ,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080603,10:30,4.01,N, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080612,1:00,4.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080612,1:45,4.03, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080612,6:45,4.04, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080617,11:30,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080701,0:15,4.01, , ,HT,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080701,2:30,4.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080701,6:30,4.03, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080702,7:00,-9999, , , ,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080709,5:00,4.04, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080729,10:30,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080801,0:15,-9999, , , ,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080801,8:15,4.01,N, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080806,14:45,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080806,15:00,999.99,{, ,HT,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080806,16:00,999.99,}, ,HT,999.99,}, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080806,16:15,4, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080811,1:30,4.01, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080816,8:45,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080824,12:00,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080826,15:30,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080826,18:15,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080831,14:15,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080831,14:30,999.99,{, ,HT,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080901,0:15,0,g, ,HT,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080901,0:30,999.99,{, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080901,11:45,999.99,}, ,HT,999.99,}, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080901,12:15,0.01,N, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080914,15:15,0.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080917,9:45,0.01,V, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080929,21:30,0.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080929,22:15,0.03, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080930,6:30,0.04, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080930,7:15,0.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080930,9:00,0.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081001,0:15,0.06, , ,HT,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081001,1:15,-9999, , , ,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081003,7:30,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081010,2:15,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081010,10:15,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081010,10:45,4.01,N, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081025,5:00,-9999, , , ,999.99,}, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081025,6:00,4.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081025,20:45,4.03, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,7:45,4.04, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,8:15,4.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,8:45,4.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,11:15,4.07, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,13:15,4.08, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081029,16:30,4.06, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081101,0:15,-9999, , , ,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081114,1:00,4.04, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081114,1:15,4.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081114,23:45,4.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081117,20:45,4.06, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081119,21:30,4.04,V, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,5:15,4.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,5:45,4.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,6:15,4.08, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,6:30,4.09, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,7:00,4.1, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,7:15,4.12, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,7:45,4.13, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,8:00,4.14, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,8:30,4.15, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,8:45,4.16, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,9:15,4.17, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,9:30,4.18, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,9:45,4.19, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,12:00,4.2, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,13:30,4.21, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,13:45,4.22, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,14:00,4.23, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,14:45,4.24, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,15:45,4.25, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081128,16:45,4.2,V, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081129,15:45,4.21, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081130,2:45,4.22, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081130,17:00,4.21, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081201,0:15,4.21, , ,HT,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081201,22:30,4.22, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081202,10:45,4.23, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,1:45,4, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,3:45,4.01, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,4:15,4.03, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,5:00,4.04, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,5:15,4.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,5:45,4.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,6:00,4.07, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,6:30,4.08, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,7:00,4.09, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,7:15,4.12, , ,HT,0.3, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,7:45,4.13, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,8:45,4.14, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,9:45,4.15, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,10:45,4.16, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,11:15,4.17, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,11:30,4.18, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,11:45,4.19, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,17:30,4.2, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,18:00,4.21, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,18:30,4.22, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,19:00,4.23, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,19:30,4.24, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,19:45,4.27, , ,HT,0.3, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,20:00,4.28, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,20:30,4.29, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081212,18:45,4.31, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,15:00,4.33, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,15:45,4.35, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,16:00,4.37, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,16:15,4.38, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,18:00,4.39, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,19:45,4.4, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,20:00,4.41, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,20:30,4.42, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,20:45,4.43, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,21:00,4.44, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,21:30,4.46, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,21:45,4.48, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,22:00,4.51, , ,HT,0.3, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,22:30,4.52, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,22:45,4.53, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,23:30,4.54, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,0:15,4.55, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,0:45,4.56, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,2:45,4.57, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,3:00,4.59, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,3:45,4.6, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,5:15,4.62, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,5:30,4.64, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,6:00,4.65, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,10:45,4.66, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081219,7:00,-9999, , , ,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081228,18:15,4.6, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090101,0:15,4.6, , ,HT,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090101,2:30,4.62, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090101,2:45,4.64, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090101,4:30,4.65, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090101,6:00,4.66, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090101,8:00,4.67, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090109,4:30,4.65,V, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090111,1:15,4.66, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090111,3:45,4.68, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090111,4:00,4.69, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090111,5:30,4.7, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090112,6:30,4.6, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090112,6:45,999.99,{, ,HT,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20090112,7:30,999.99,}, ,HT,999.99,}, ,HT
