"","station","station_name","elevation","lat","lon","date","time","qgag","qgag_flag","qgag_qual","qgag_units","qpcp","qpcp_flag","qpcp_qual","qpcp_units"
"23","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"13:15",0.64," ",NA,"HT",0.1," "," ","HT"
"24","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"13:30",0.65," ",NA,"HT",0.1," "," ","HT"
"25","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"13:45",0.66," ",NA,"HT",0.1," "," ","HT"
"26","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"14:15",0.67," ",NA,"HT",0.1," "," ","HT"
"27","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"14:30",0.68," ",NA,"HT",0.1," "," ","HT"
"28","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"14:45",0.7," ",NA,"HT",0.2," "," ","HT"
"29","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"15:00",0.71," ",NA,"HT",0.1," "," ","HT"
"30","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"15:15",0.73," ",NA,"HT",0.2," "," ","HT"
"31","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"15:30",0.74," ",NA,"HT",0.1," "," ","HT"
"32","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"15:45",0.75," ",NA,"HT",0.1," "," ","HT"
"33","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"16:15",0.76," ",NA,"HT",0.1," "," ","HT"
"34","COOP:519500","WAILUPE VALLEY SCHOOL 723.6 HI US",61,21.2918,-157.7534,20101219,"21:30",0.77," ",NA,"HT",0.1," "," ","HT"
