STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/10/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/11/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/12/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/13/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/14/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/15/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/16/1942,,,,,1.4,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/17/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/18/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/19/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/20/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/21/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/22/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/23/1942,,,,,0.8,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/24/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/25/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/26/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/27/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/28/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/29/1942,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/30/1942,,,,,8.6,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,10/31/1942,,,,,0,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,11/6/1942,,,,,1,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,11/13/1942,,,,,1,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,11/20/1942,,,,,6.6,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,12/11/1942,,,,,4.6,",S,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,12/18/1942,,,,,3,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,12/24/1942,,,,,0.8,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,12/31/1942,,,,,4.8,",,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,1/1/1943,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,1/2/1943,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,1/3/1943,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,1/4/1943,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,1/5/1943,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,1/6/1943,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,1/7/1943,,,,,0,"P,,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,1/8/1943,,,,,21.8,",S,6,"
USC00517664,"PALOLO VALLEY 718, HI US",21.32278,-157.77194,287.4,1/9/1943,,,,,0,"P,,6,"
