OBJECTID_12_13,Join_Count,TARGET_FID,OBJECTID_1,OBJECTID_2,OBJECTID_3,OBJECTID_4,OBJECTID,LINE_ID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,FLOW_RATE,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,VELOCITY,UPSTREAMNO,DOWNSTREAM,UPSTREAM_1,DOWNSTRE_1,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,SHAPESTLen,Shape_Leng,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,LengthKM,ReachCode,FlowDir,WBArea_Per,FTYPE,FCode,ComID,WbAreaComi,HUC8,DIVERGENCE,STREAMORDE,TOCOMID,CUMDRAINAG,MAFLOWU,MAVELU,TONODE,FROMNODE,OBJECTID_5,MainPath,InNetwork,Visibility,Shape_Le_1,Shape_Le_2,Shape_Le_3,Shape_Le_4,Enabled,Shape_Le_5,ORIG_FID,POINT_X,POINT_Y,POINT_Z,POINT_M,Elevation,subcatch_r,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,TOP_ELEV,INVELEV1,INVELEV2,INVELEV3,INVELEV4,NET_ROLE,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ENABLED_1,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
11,1,10,12,4433,4433,4639,41838,23663,Reinforced Concrete Pipe,99.590319949999994,30, , ,105, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,99.590319949199994,0.000291335708562, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000291335708562,0.000291334794516,1,0.000291334794516,5,-157.754472743000008,21.298880054000001,0.000000000000000,nan,374.6669922,20,10674,29470,Grate/Drain Inlet, , ,-157.754487148762877,21.298883477090840, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,True,None,HWES 3,HWES 3-29470, 
12,1,11,12,4433,4433,4639,41838,23663,Reinforced Concrete Pipe,99.590319949999994,30, , ,105, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,99.590319949199994,0.000291335708562, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000291335708562,0.000291334794516,1,0.000291334794516,5,-157.754755192999994,21.298808653999998,0.000000000000000,nan,374.6669922,20,47569,29469,Catch Basin, , ,-157.754769599737216,21.298812077215644, , , , , , , ,HWES 3-4-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,True,None,HWES 3,HWES 3-29469, 
13,1,12,16,316,316,317,3515,16154,Reinforced Concrete Pipe,45.860727709999999,18, , ,45.861000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,45.860727706500001,0.000129798683521, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000129798683521,0.000129798481364,1,0.000129798481364,6,-157.754252928000000,21.289208321000000,0.000000000000000,nan,78.2424011,89,38314,20583,Man Hole, , ,-157.754267333770400,21.289211743327371,8.500000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20583, 
14,1,13,16,316,316,317,3515,16154,Reinforced Concrete Pipe,45.860727709999999,18, , ,45.861000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,45.860727706500001,0.000129798683521, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000129798683521,0.000129798481364,1,0.000129798481364,6,-157.754166483999995,21.289305146000000,0.000000000000000,nan,78.2424011,89,50233,20578,Catch Basin, , ,-157.754180890935345,21.289308569734771,8.300000, , , , , , ,HWES 25-30-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20578, 
15,0,14,17,3390,3390,3547,31448,23671,Reinforced Concrete Pipe,139.895419019999991,18, , ,120, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,139.895419019000002,0.000409572167642, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000409572167642,0.000409572816857,1,0.000409572816857,7,-157.744959066000007,21.287602571000001,0.000000000000000,nan,515.8129883,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,15,17,3390,3390,3547,31448,23671,Reinforced Concrete Pipe,139.895419019999991,18, , ,120, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,139.895419019000002,0.000409572167642, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000409572167642,0.000409572816857,1,0.000409572816857,7,-157.744559304000006,21.287513463000000,0.000000000000000,nan,515.8129883,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,16,19,1553,1553,1556,10825,39116,Reinforced Concrete Pipe,33.545776140000001,18,0.500000,2.400000, , , ,0.010000,0.050000,1.400000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,33.545776136000001,0.000092599129739, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000092599129739,0.000092599504908,1,0.000092599504908,8,-157.747789589000007,21.291227517999999,0.000000000000000,nan,763.1849976,42,4420,44267,Catch Basin,0.300000,2.400000,-157.747803995258153,21.291230940755383, , , , , , , , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,True,None,HMB 56,HMB 56-44267, 
18,1,17,19,1553,1553,1556,10825,39116,Reinforced Concrete Pipe,33.545776140000001,18,0.500000,2.400000, , , ,0.010000,0.050000,1.400000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,33.545776136000001,0.000092599129739, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000092599129739,0.000092599504908,1,0.000092599504908,8,-157.747770024000005,21.291318026999999,0.000000000000000,nan,763.1849976,42,36751,44265,Catch Basin,3,14.200000,-157.747784430507039,21.291321450324745, , , , , , , , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,True,None,HMB 56,HMB 56-44265, 
19,1,18,21,3909,3909,4090,36733,25054,Reinforced Concrete Pipe,111.933856280000001,30, , ,110, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,111.933856274999997,0.000328493927915, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000328493927915,0.000328493363167,1,0.000328493363167,9,-157.754987322999995,21.300657225999998,0.000000000000000,nan,409.7040100,24,57648,29459,Inlet/Outlet, , ,-157.755001729146443,21.300660648969824, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Start of RCP; edited by FILENUM 15481, ,True,None,HWES 1,HWES 1-29459, 
20,1,19,21,3909,3909,4090,36733,25054,Reinforced Concrete Pipe,111.933856280000001,30, , ,110, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,111.933856274999997,0.000328493927915, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000328493927915,0.000328493363167,1,0.000328493363167,9,-157.755313529000006,21.300695923999999,0.000000000000000,nan,409.7040100,24,24582,29458,Catch Basin, , ,-157.755327935735608,21.300699346797444, , , , , , , ,HWES 1-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 1,HWES 1-29458, 
21,0,20,22,2078,2078,2185,20186,18647,Reinforced Concrete Pipe,234.040344500000003,36, , ,220, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,234.040344500999993,0.000646221382878, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000646221382878,0.000646221307360,1,0.000646221307360,10,-157.744851047999987,21.289044426000000,0.000000000000000,nan,643.4370117,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,21,22,2078,2078,2185,20186,18647,Reinforced Concrete Pipe,234.040344500000003,36, , ,220, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,234.040344500999993,0.000646221382878, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000646221382878,0.000646221307360,1,0.000646221307360,10,-157.744707718999990,21.288414299999999,0.000000000000000,nan,643.4370117,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,22,24,2245,2245,2361,21996,18941,Reinforced Concrete Pipe,274.564507639999988,30, , ,274.564, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,274.564507642000024,0.000792384873236, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000792384873236,0.000792384322283,1,0.000792384322283,11,-157.756352372999999,21.284301503999998,0.000000000000000,nan,57.0390015,62,27219,22217,Catch Basin, , ,-157.756366779503253,21.284304928030053,6, , , , , , ,HWES 35-5,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-22217, 
24,1,23,24,2245,2245,2361,21996,18941,Reinforced Concrete Pipe,274.564507639999988,30, , ,274.564, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,274.564507642000024,0.000792384873236, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000792384873236,0.000792384322283,1,0.000792384322283,11,-157.755670503999994,21.283900909000000,0.000000000000000,nan,52.8501015,62,20748,22230,Man Hole, , ,-157.755684910829956,21.283904333118528,6, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-22230, 
25,1,24,25,2187,2187,2294,20658,21667,Reinforced Concrete Pipe,120.557843120000001,18, , ,120.557, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,120.557843125000005,0.000335608248929, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000335608248929,0.000335608454988,1,0.000335608454988,12,-157.754182385000007,21.281289789999999,0.000000000000000,nan,9.6477804,75,14209,22312,Catch Basin, , ,-157.754196790949123,21.281293213610979, , , , , , , ,HWES 41-3-4,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 41,HWES 41-22312, 
26,1,25,25,2187,2187,2294,20658,21667,Reinforced Concrete Pipe,120.557843120000001,18, , ,120.557, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,120.557843125000005,0.000335608248929, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000335608248929,0.000335608454988,1,0.000335608454988,12,-157.754039338000013,21.280986202000001,0.000000000000000,nan,9.6477804,75,57504,22327,Man Hole, , ,-157.754053743885152,21.280989625870575, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 41,HWES 41-22327, 
27,0,26,29,101,101,101,3105,18604,Reinforced Concrete Pipe,133.244616390000004,18, , ,133.246000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,133.244616388999987,0.000387567327728, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000387567327728,0.000387567924648,1,0.000376806229767,13,-157.752210665999996,21.282600889299999,0.000000000000000,nan,17.9643002,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,27,29,101,101,101,3105,18604,Reinforced Concrete Pipe,133.244616390000004,18, , ,133.246000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,133.244616388999987,0.000387567327728, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000387567327728,0.000387567924648,1,0.000376806229767,13,-157.752642153000011,21.282420487000000,0.000000000000000,nan,17.9643002,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,28,30,2369,2369,2485,22448,23390,Reinforced Concrete Pipe,152.828487080000002,18, , ,135, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,152.828487075999988,0.000447970765788, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000447970765788,0.000447970925372,1,0.000447970925372,14,-157.746145592000005,21.292677336000001,0.000000000000000,nan,836.4689941,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,29,30,2369,2369,2485,22448,23390,Reinforced Concrete Pipe,152.828487080000002,18, , ,135, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,152.828487075999988,0.000447970765788, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000447970765788,0.000447970925372,1,0.000447970925372,14,-157.746586688000008,21.292599155000001,0.000000000000000,nan,859.6030273,47,32856,25794,Man Hole, , ,-157.746601094464921,21.292602577746834,6.200000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 56,HMB 56-25794, 
31,1,30,31,3503,3503,3672,32992,24145,Reinforced Concrete Pipe,85.812336650000006,24, , ,75, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,85.812336650700004,0.000251454564528, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000251454564528,0.000251454551447,1,0.000251454551447,15,-157.747012839999996,21.286085616000001,0.000000000000000,nan,507.1589966,63,3113,25602,Man Hole, , ,-157.747027247209672,21.286089039977242,6.600000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 56,HMB 56-25602, 
32,1,31,31,3503,3503,3672,32992,24145,Reinforced Concrete Pipe,85.812336650000006,24, , ,75, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,85.812336650700004,0.000251454564528, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000251454564528,0.000251454551447,1,0.000251454551447,15,-157.746765743999987,21.286039000999999,0.000000000000000,nan,507.1589966,63,53969,25557,Catch Basin, , ,-157.746780151282934,21.286042423618994,7.500000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 56,HMB 56-25557, 
