STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DATE,TIME,QGAG,Measurement Flag,Quality Flag,Units,QPCP,Measurement Flag,Quality Flag,Units
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080301,2008-03-01,0:15,0.01, , ,HT,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080301,2008-03-01,7:45,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080316,2008-03-16,10:15,0,S, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080401,2008-04-01,0:15,0,g, ,HT,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080404,2008-04-04,6:45,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080405,2008-04-05,9:45,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080405,2008-04-05,10:45,0.01,N, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080406,2008-04-06,2:30,0.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080406,2008-04-06,3:30,0.03, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080406,2008-04-06,4:45,0.04, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080406,2008-04-06,15:45,0.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080409,2008-04-09,21:15,0.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080420,2008-04-20,16:45,0.02, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,6.4,21.29917,-157.66472,20080422,2008-04-22,16:45,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080501,2008-05-01,0:15,-9999, , , ,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080523,2008-05-23,9:15,4.02, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080524,2008-05-24,13:45,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080601,2008-06-01,0:15,-9999, , , ,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080603,2008-06-03,10:30,4.01,N, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080612,2008-06-12,1:00,4.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080612,2008-06-12,1:45,4.03, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080612,2008-06-12,6:45,4.04, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080617,2008-06-17,11:30,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080701,2008-07-01,0:15,4.01, , ,HT,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080701,2008-07-01,2:30,4.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080701,2008-07-01,6:30,4.03, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080702,2008-07-02,7:00,-9999, , , ,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080709,2008-07-09,5:00,4.04, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080729,2008-07-29,10:30,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080801,2008-08-01,0:15,-9999, , , ,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080801,2008-08-01,8:15,4.01,N, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080806,2008-08-06,14:45,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080806,2008-08-06,15:00,999.99,{, ,HT,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080806,2008-08-06,16:00,999.99,}, ,HT,999.99,}, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080806,2008-08-06,16:15,4, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080811,2008-08-11,1:30,4.01, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080816,2008-08-16,8:45,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080824,2008-08-24,12:00,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080826,2008-08-26,15:30,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080826,2008-08-26,18:15,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080831,2008-08-31,14:15,4.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080831,2008-08-31,14:30,999.99,{, ,HT,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080901,2008-09-01,0:15,0,g, ,HT,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080901,2008-09-01,0:30,999.99,{, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080901,2008-09-01,11:45,999.99,}, ,HT,999.99,}, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080901,2008-09-01,12:15,0.01,N, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080914,2008-09-14,15:15,0.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080917,2008-09-17,9:45,0.01,V, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080929,2008-09-29,21:30,0.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080929,2008-09-29,22:15,0.03, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080930,2008-09-30,6:30,0.04, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080930,2008-09-30,7:15,0.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20080930,2008-09-30,9:00,0.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081001,2008-10-01,0:15,0.06, , ,HT,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081001,2008-10-01,1:15,-9999, , , ,999.99,{, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081003,2008-10-03,7:30,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081010,2008-10-10,2:15,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081010,2008-10-10,10:15,0.01, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081010,2008-10-10,10:45,4.01,N, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081025,2008-10-25,5:00,-9999, , , ,999.99,}, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081025,2008-10-25,6:00,4.02, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081025,2008-10-25,20:45,4.03, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,2008-10-26,7:45,4.04, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,2008-10-26,8:15,4.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,2008-10-26,8:45,4.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,2008-10-26,11:15,4.07, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081026,2008-10-26,13:15,4.08, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081029,2008-10-29,16:30,4.06, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081101,2008-11-01,0:15,-9999, , , ,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081114,2008-11-14,1:00,4.04, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081114,2008-11-14,1:15,4.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081114,2008-11-14,23:45,4.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081117,2008-11-17,20:45,4.06, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081119,2008-11-19,21:30,4.04,V, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,5:15,4.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,5:45,4.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,6:15,4.08, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,6:30,4.09, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,7:00,4.1, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,7:15,4.12, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,7:45,4.13, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,8:00,4.14, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,8:30,4.15, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,8:45,4.16, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,9:15,4.17, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,9:30,4.18, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,9:45,4.19, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,12:00,4.2, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,13:30,4.21, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,13:45,4.22, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,14:00,4.23, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,14:45,4.24, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081122,2008-11-22,15:45,4.25, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081128,2008-11-28,16:45,4.2,V, ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081129,2008-11-29,15:45,4.21, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081130,2008-11-30,2:45,4.22, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081130,2008-11-30,17:00,4.21, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081201,2008-12-01,0:15,4.21, , ,HT,0,g, ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081201,2008-12-01,22:30,4.22, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081202,2008-12-02,10:45,4.23, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,1:45,4, , ,HT,-9999, , , 
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,3:45,4.01, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,4:15,4.03, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,5:00,4.04, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,5:15,4.05, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,5:45,4.06, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,6:00,4.07, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,6:30,4.08, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,7:00,4.09, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,7:15,4.12, , ,HT,0.3, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,7:45,4.13, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,8:45,4.14, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,9:45,4.15, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,10:45,4.16, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,11:15,4.17, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,11:30,4.18, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,11:45,4.19, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,17:30,4.2, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,18:00,4.21, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,18:30,4.22, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,19:00,4.23, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,19:30,4.24, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,19:45,4.27, , ,HT,0.3, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,20:00,4.28, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081211,2008-12-11,20:30,4.29, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081212,2008-12-12,18:45,4.31, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,15:00,4.33, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,15:45,4.35, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,16:00,4.37, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,16:15,4.38, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,18:00,4.39, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,19:45,4.4, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,20:00,4.41, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,20:30,4.42, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,20:45,4.43, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,21:00,4.44, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,21:30,4.46, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,21:45,4.48, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,22:00,4.51, , ,HT,0.3, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,22:30,4.52, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,22:45,4.53, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081213,2008-12-13,23:30,4.54, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,2008-12-14,0:15,4.55, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,2008-12-14,0:45,4.56, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,2008-12-14,2:45,4.57, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,2008-12-14,3:00,4.59, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,2008-12-14,3:45,4.6, , ,HT,0.1, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,2008-12-14,5:15,4.62, , ,HT,0.2, , ,HT
COOP:511308,HAWAII KAI G.C. 724.19 HI US,8.5,21.29917,-157.66472,20081214,2008-12-14,5:30,4.64, , ,HT,0.2, , ,HT
