OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,LINE_ID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,FLOW_RATE,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,VELOCITY,UPSTREAMNO,DOWNSTREAM,UPSTREAM_1,DOWNSTRE_1,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,ENABLED,TYPE_USE,SHAPESTLen,ORIG_FID,POINT_X,POINT_Y,RASTERVALU,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,TOP_ELEV,INVELEV1,INVELEV2,INVELEV3,INVELEV4,NET_ROLE,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ENABLED_1,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1,RASTERVALU_1
20,1,21,3086,18535,Reinforced Concrete Pipe,128.156278079999993,18, , ,141.626000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,True, ,128.156278076153995,10,-157.754320960999962,21.285651453000071,31.8865852,24473,20688,Inlet/Outlet, , ,-157.754320960504288,21.285651453328228, , , , , , , ,HWES 32,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,True,None,HWES 32,HWES 32-20688, ,31.8865757
21,1,22,3087,18537,Reinforced Concrete Pipe,136.970892959999986,24, , ,136.971000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,136.970892962867737,11,-157.752413470999983,21.285687228000029,33.1007347,24472,20687,Man Hole, , ,-157.752413471346472,21.285687228331199,4, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 36,HWES 36-20687, ,33.1007309
22,1,23,3087,18537,Reinforced Concrete Pipe,136.970892959999986,24, , ,136.971000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,136.970892962867737,11,-157.752284830999969,21.285329959000023,27.4678955,41073,20692,Man Hole, , ,-157.752284831335828,21.285329959301635,3.500000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 36,HWES 36-20692, ,27.4679012
23,1,24,3088,18547,Reinforced Concrete Pipe,208.200450119999999,24, , ,208.201000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,208.200450122035875,12,-157.764561882999971,21.287270116000059,697.0488892,56640,20746,Catch Basin, , ,-157.764561883351632,21.287270116462139, , , , , , , ,HMB 35-33-8,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20746, ,697.0488892
24,1,25,3088,18547,Reinforced Concrete Pipe,208.200450119999999,24, , ,208.201000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,208.200450122035875,12,-157.764064182999959,21.286937067000054,690.3546143,32786,20751,Man Hole, , ,-157.764064183310438,21.286937067434621, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20751, ,690.3546753
25,1,26,3089,18549,Reinforced Concrete Pipe,46.576599590000001,18, , ,46.576000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,46.576599588895398,13,-157.763422442999968,21.286906220000049,663.6933594,58483,20753,Man Hole, , ,-157.763422443257355,21.286906220432058, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20753, ,663.6933594
26,1,27,3089,18549,Reinforced Concrete Pipe,46.576599590000001,18, , ,46.576000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,46.576599588895398,13,-157.763463736999967,21.287028460000045,667.6033325,45641,20750,Catch Basin, , ,-157.763463737260764,21.287028460442173, , , , , , , ,HMB 35-33-19,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20750, ,667.6033325
27,1,28,3090,18550,Reinforced Concrete Pipe,98.259514490000001,24, , ,98.260000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,98.259514488267456,14,-157.760852385999982,21.287110165000058,604.6266479,35589,20749,Man Hole, , ,-157.760852386044718,21.287110165448951, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20749, ,604.6267090
28,1,29,3090,18550,Reinforced Concrete Pipe,98.259514490000001,24, , ,98.260000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,98.259514488267456,14,-157.761023833999985,21.286892567000052,560.6580200,2650,20754,Man Hole, , ,-157.761023834058904,21.286892567430925, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20754, ,560.6580811
29,1,30,3104,18602,Reinforced Concrete Pipe,118.634333999999996,42, , ,118.635000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,118.634333999443982,15,-157.753250497999971,21.282436668000059,13.4279718,2205,22270,Catch Basin, , ,-157.753250498415724,21.282436668062246,9.300000, , , , , , ,HWES 39-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 39,HWES 39-22270, ,13.4279785
30,1,32,3104,18602,Reinforced Concrete Pipe,118.634333999999996,42, , ,118.635000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,118.634333999443982,15,-157.752931229999973,21.282567474000075,9.2979107,55705,22268,Inlet/Outlet, , ,-157.752931230389294,21.282567474073062, , , , , , , ,HWES 39,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,True,None,HWES 39,HWES 39-22268, ,9.2979136
31,1,33,3105,18604,Reinforced Concrete Pipe,133.244616390000004,18, , ,133.246000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,133.244616388875642,16,-157.752293137999970,21.282562465000069,10.2442341,25353,22269,Catch Basin, , ,-157.752293138336512,21.282562465072658, , , , , , , ,HWES 40-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 40,HWES 40-22269, ,10.2442293
32,1,35,3105,18604,Reinforced Concrete Pipe,133.244616390000004,18, , ,133.246000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,133.244616388875642,16,-157.752652083999976,21.282416341000044,8.1447067,48342,22271,Inlet/Outlet, , ,-157.752652084366218,21.282416341060582, , , , , , , ,HWES 40,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,True,None,HWES 40,HWES 40-22271, ,8.1447077
33,1,36,3124,18670,Reinforced Concrete Pipe,125.984021400000003,18, , ,127, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,125.984021404531291,17,-157.763879932999970,21.291765840000039,860.9306641,46621,25942,Man Hole, , ,-157.763879933295215,21.291765839834113,4, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-25942, ,860.9306641
34,1,37,3124,18670,Reinforced Concrete Pipe,125.984021400000003,18, , ,127, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,125.984021404531291,17,-157.763511329999972,21.291735087000063,854.5317993,57628,25943,Catch Basin, , ,-157.763511330264720,21.291735086831579,6.600000, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-25943, ,854.5317993
35,1,38,3125,18675,Reinforced Concrete Pipe,37.289681049999999,18, , ,30, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,37.289681054115576,18,-157.761927778999961,21.290709285000048,772.8182373,40222,25935,Inlet/Outlet, , ,-157.761927779133686,21.290709284746697, , , , , , , ,HMB 35-44-7,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-25935, ,772.8182373
36,1,39,3125,18675,Reinforced Concrete Pipe,37.289681049999999,18, , ,30, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,37.289681054115576,18,-157.762029218999970,21.290670560000024,753.9577637,3225,25934,Man Hole, , ,-157.762029219142079,21.290670559743489, , , , , , , ,HMB 35-44-4,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-25934, ,753.9577026
37,1,40,3163,18798,Reinforced Concrete Pipe,106.105901369999998,18, , ,100, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,106.105901369533569,19,-157.760432425999966,21.285938469000030,502.1307983,42912,20782,Man Hole, , ,-157.760432426009970,21.285938469352004, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20782, ,502.1308289
38,1,41,3163,18798,Reinforced Concrete Pipe,106.105901369999998,18, , ,100, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,106.105901369533569,19,-157.760518427999983,21.285657713000035,471.8116455,44719,20788,Man Hole, , ,-157.760518428017065,21.285657713328760, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20788, ,471.8116760
39,1,42,3164,18799,Reinforced Concrete Pipe,33.292677879999999,18, , ,40, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,33.292677884667128,20,-157.760518427999983,21.285657713000035,471.8116455,44719,20788,Man Hole, , ,-157.760518428017065,21.285657713328760, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20788, ,471.8116760
40,1,43,3164,18799,Reinforced Concrete Pipe,33.292677879999999,18, , ,40, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,33.292677884667128,20,-157.760546106999982,21.285569810000027,462.5736389,14269,20789,Man Hole, , ,-157.760546107019366,21.285569810321476, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20789, ,462.5736389
41,1,44,3175,18846,Reinforced Concrete Pipe,223.993377320000008,18, , ,220, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,223.993377321842530,21,-157.764431258999963,21.289284956000074,802.4630127,2645,20723,Man Hole, , ,-157.764431259340824,21.289284955628887, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20723, ,802.4629517
42,1,45,3175,18846,Reinforced Concrete Pipe,223.993377320000008,18, , ,220, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,223.993377321842530,21,-157.763777453999978,21.289215940000076,789.6818848,2646,20724,Man Hole, , ,-157.763777454286725,21.289215939623148, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20724, ,789.6818848
43,1,46,3176,18848,Reinforced Concrete Pipe,16.435569489999999,18, , ,15, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,16.435569493063291,22,-157.763714708999970,21.289191592000066,784.7085571,15190,20725,Catch Basin, , ,-157.763714709281544,21.289191591621147, , , , , , , ,HMB 35-38-6,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20725, ,784.7086182
44,1,47,3176,18848,Reinforced Concrete Pipe,16.435569489999999,18, , ,15, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,16.435569493063291,22,-157.763677672999961,21.289162570000030,781.6346436,45639,20726,Man Hole, , ,-157.763677673278465,21.289162569618725, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-20726, ,781.6346436
