"subcatchment","x","y"
2,-157.7547245,21.32579491
2,-157.7546898,21.32585291
2,-157.7546265,21.32597483
2,-157.7545272,21.32624455
2,-157.7543379,21.32670176
2,-157.7542475,21.32688885
2,-157.7541104,21.32712254
2,-157.7540318,21.32722986
2,-157.753936,21.3273208
2,-157.7537638,21.32743
2,-157.7534816,21.32758298
2,-157.7533304,21.32767964
2,-157.7532059,21.32777677
2,-157.7531317,21.32786144
2,-157.753114,21.32788856
2,-157.7531121,21.32790239
2,-157.7529643,21.3278872
2,-157.7527082,21.32782546
2,-157.7523651,21.3277928
2,-157.7522797,21.32777378
2,-157.752167,21.3277369
2,-157.7519364,21.32769346
2,-157.751792,21.32764098
2,-157.7516451,21.32759726
2,-157.7514349,21.32747743
2,-157.7513569,21.32745278
2,-157.7511906,21.32743584
2,-157.7508021,21.32743356
2,-157.7506903,21.32743025
2,-157.7505376,21.32741352
2,-157.7499567,21.32730086
2,-157.7497428,21.32730767
2,-157.7495777,21.32729259
2,-157.7492691,21.32721808
2,-157.749214,21.32719781
2,-157.7491201,21.32715039
2,-157.7489126,21.32702736
2,-157.7488056,21.3269462
2,-157.7486106,21.32676671
2,-157.7484982,21.32664599
2,-157.7484115,21.32653154
2,-157.7483171,21.3263734
2,-157.7481401,21.32605018
2,-157.7481183,21.32599717
2,-157.748115,21.32596818
2,-157.7481243,21.32594035
2,-157.7481793,21.325856
2,-157.7482456,21.32573134
2,-157.7483736,21.32557694
2,-157.7483965,21.32552071
2,-157.7484292,21.32539578
2,-157.7484856,21.32528036
2,-157.7485186,21.32515561
2,-157.7485419,21.32509975
2,-157.748627,21.32499869
2,-157.7487064,21.32492235
2,-157.748769,21.32483305
2,-157.7487926,21.32475376
4,-157.7520694,21.29826228
4,-157.7520701,21.29818915
4,-157.7520694,21.29818655
4,-157.7520659,21.2981716
4,-157.7520503,21.29816802
4,-157.7520475,21.29816738
4,-157.7519752,21.29816802
4,-157.7519733,21.29815765
4,-157.7519752,21.29815503
4,-157.7519833,21.29814394
4,-157.7520059,21.2981301
4,-157.7520401,21.29811764
4,-157.7521344,21.29809787
4,-157.7523432,21.29807377
4,-157.7523935,21.29806797
4,-157.7524707,21.29805092
4,-157.7525041,21.29803715
4,-157.7525407,21.29801235
4,-157.7525892,21.29797952
4,-157.7526165,21.29796105
4,-157.752635,21.29794666
4,-157.7526695,21.29791978
4,-157.7527296,21.29788526
4,-157.7527892,21.29785103
4,-157.7528235,21.29782162
4,-157.7528591,21.29779101
4,-157.7529177,21.29774066
4,-157.7529667,21.2976986
4,-157.7529694,21.29769676
4,-157.753012,21.29766823
4,-157.7530513,21.29764184
4,-157.7530853,21.29762871
4,-157.7531232,21.29761945
4,-157.7532067,21.29760873
4,-157.7533473,21.2976025
4,-157.7534775,21.29759674
4,-157.7535627,21.2975877
4,-157.753602,21.29757987
4,-157.753638,21.29756874
4,-157.7536717,21.29755332
4,-157.7537704,21.29750825
4,-157.7537997,21.29749484
4,-157.7538298,21.2974778
4,-157.7538603,21.29745317
4,-157.7539087,21.29741399
4,-157.753934,21.29739352
4,-157.7539545,21.29737362
4,-157.75401,21.29731974
4,-157.7540296,21.29730062
4,-157.7540488,21.29728065
4,-157.7541016,21.29722549
4,-157.7541218,21.2972043
4,-157.754143,21.2971779
4,-157.7541805,21.29713123
4,-157.7542057,21.29709972
4,-157.7542228,21.29706967
4,-157.7542373,21.29703794
4,-157.754267,21.29697251
4,-157.7542832,21.29694273
4,-157.7543002,21.29691143
4,-157.7543136,21.29687771
4,-157.7543315,21.29681575
4,-157.7543559,21.29673144
4,-157.75437,21.29669844
4,-157.7543938,21.29665997
4,-157.7544258,21.29660838
4,-157.7544278,21.29660511
4,-157.7544491,21.29656571
4,-157.7544708,21.29652543
4,-157.7544901,21.29648242
4,-157.7545042,21.29643689
4,-157.7545134,21.2963917
4,-157.75452,21.29632699
4,-157.7545211,21.29631624
4,-157.75452,21.29628295
4,-157.7548028,21.29628295
4,-157.7548276,21.29628474
4,-157.7548555,21.29629649
4,-157.7548807,21.2963195
4,-157.754897,21.29633894
4,-157.7549138,21.29635891
4,-157.754939,21.29637721
4,-157.7549693,21.29639916
4,-157.7549913,21.29642995
4,-157.7550007,21.29644318
4,-157.7550105,21.2964523
4,-157.7550393,21.29646474
4,-157.7550748,21.29647043
4,-157.7550972,21.29647146
4,-157.7551339,21.29647316
4,-157.7556511,21.29647146
4,-157.7556528,21.29647908
4,-157.7556511,21.29648454
4,-157.7556488,21.29649146
4,-157.7556385,21.29650619
4,-157.7556211,21.29652078
4,-157.7555299,21.29656572
4,-157.7555137,21.29657372
4,-157.7554893,21.29658851
4,-157.7554704,21.29660482
4,-157.7554626,21.2966131
4,-157.7554183,21.29665997
4,-157.755394,21.2966857
4,-157.7553742,21.29672865
4,-157.7553683,21.29674611
4,-157.7553505,21.29679926
4,-157.7553402,21.29682036
4,-157.7553209,21.29684847
4,-157.7553018,21.2968762
4,-157.7552925,21.29689835
4,-157.7552806,21.29694927
4,-157.7552741,21.29698931
4,-157.7552629,21.29705729
4,-157.7552459,21.29710309
4,-157.7552226,21.29713123
4,-157.7551798,21.29718282
4,-157.7551605,21.29720615
4,-157.755138,21.29722549
4,-157.7551077,21.29725154
4,-157.7550855,21.29727738
4,-157.7550493,21.29731974
4,-157.7550156,21.29735905
4,-157.7549937,21.29739415
4,-157.7549913,21.29741399
4,-157.7549669,21.29742182
4,-157.754897,21.29746228
4,-157.7548798,21.29747226
4,-157.7548047,21.29750825
4,-157.7547551,21.297532
4,-157.7547085,21.29755935
4,-157.7546823,21.29757474
4,-157.7546163,21.2976025
4,-157.7545485,21.29763097
4,-157.75452,21.29764457
4,-157.7544847,21.29766143
4,-157.7544098,21.29768081
4,-157.7542759,21.29769676
4,-157.7542414,21.29770086
4,-157.7541599,21.2977136
4,-157.7541224,21.29772329
4,-157.7540885,21.2977365
4,-157.7540488,21.29776186
4,-157.7540031,21.29779101
4,-157.7539545,21.297822
4,-157.7539159,21.29784664
4,-157.7538838,21.29786171
4,-157.7538141,21.29788526
4,-157.7537429,21.29790931
4,-157.7537109,21.2979244
4,-157.7536717,21.29794978
4,-157.7536259,21.29797951
4,-157.7535775,21.29801089
4,-157.7535679,21.29801709
4,-157.7535377,21.29803403
4,-157.7535035,21.29804693
4,-157.7534253,21.29806294
4,-157.753306,21.29807377
4,-157.753166,21.29808646
4,-157.7530877,21.29810236
4,-157.7530534,21.29811522
4,-157.7530232,21.29813216
4,-157.753012,21.29813927
4,-157.7529664,21.29816802
4,-157.7529177,21.29819877
4,-157.7528788,21.29822334
4,-157.7528431,21.29823756
4,-157.7527606,21.29825484
4,-157.7526759,21.29826228
4,-157.7526688,21.29826289
4,-157.7525722,21.29826602
5,-157.754143,21.29251282
5,-157.7541815,21.29245706
5,-157.7542898,21.2924191
5,-157.7542956,21.29241857
5,-157.754355,21.29241305
5,-157.7543888,21.29240331
5,-157.7544127,21.29238662
5,-157.7544258,21.29237272
5,-157.7544276,21.29237081
5,-157.7545568,21.29232551
5,-157.7545714,21.29232431
5,-157.7546378,21.29231887
5,-157.7546726,21.29231015
5,-157.7546971,21.29229407
5,-157.7547085,21.29227981
5,-157.7547306,21.29225215
5,-157.7547603,21.29223006
5,-157.7547877,21.2922097
5,-157.7547916,21.29220548
5,-157.754897,21.2921358
5,-157.7549854,21.2921372
5,-157.7550474,21.29214946
5,-157.7550626,21.29215722
5,-157.7550732,21.29216701
5,-157.7550855,21.29218217
5,-157.755107,21.29220857
5,-157.755133,21.29222034
5,-157.7551381,21.29222136
5,-157.7551824,21.29223006
5,-157.7552117,21.29223582
5,-157.7552402,21.29224508
5,-157.7552617,21.29226123
5,-157.7552741,21.29227719
5,-157.7552864,21.29229315
5,-157.7553079,21.29230929
5,-157.7553364,21.29231855
5,-157.7553677,21.29232431
5,-157.7554001,21.29233025
5,-157.7554122,21.29233393
5,-157.755429,21.29233902
5,-157.7554349,21.29234325
5,-157.7554509,21.29235478
5,-157.7554626,21.29237058
5,-157.7554749,21.29238737
5,-157.7554855,21.29239715
5,-157.7555007,21.29240491
5,-157.7555627,21.29241717
5,-157.7556169,21.29241803
5,-157.7556511,21.29241857
5,-157.7556515,21.29243223
5,-157.7556523,21.29245762
5,-157.7556511,21.29246769
5,-157.7556459,21.2925085
5,-157.755638,21.29253474
5,-157.7556257,21.29255846
5,-157.7556068,21.29257897
5,-157.7555833,21.29259381
5,-157.7555572,21.29260321
5,-157.7555331,21.29260707
5,-157.7555304,21.29260751
5,-157.7554211,21.2926081
5,-157.7554133,21.29260707
5,-157.7553441,21.29259785
5,-157.7553014,21.29258195
5,-157.7552741,21.29256196
5,-157.7552464,21.29254176
5,-157.7552269,21.29253279
5,-157.7551818,21.29252091
5,-157.7551308,21.29251282
5,-157.7550837,21.29250536
5,-157.7550386,21.29249367
5,-157.755019,21.2924848
5,-157.7549913,21.29246444
5,-157.7549644,21.29244472
5,-157.7549445,21.29243551
5,-157.7549222,21.29242879
5,-157.7548723,21.29242069
5,-157.7548059,21.29241857
5,-157.7547884,21.29241801
5,-157.7547844,21.29241857
5,-157.754724,21.29242695
5,-157.7546931,21.29243517
5,-157.7546655,21.29244588
5,-157.7546427,21.29245894
5,-157.7546262,21.29247397
5,-157.7546143,21.29249713
5,-157.7546135,21.29249865
5,-157.7546143,21.29251282
5,-157.7545752,21.29251459
5,-157.7545419,21.29252708
5,-157.7545285,21.29254368
5,-157.7545227,21.29255961
5,-157.75452,21.29256688
5,-157.7545123,21.29258794
5,-157.754499,21.29259942
5,-157.7544599,21.29260707
5,-157.7544556,21.29260791
5,-157.7543786,21.29260939
5,-157.7543017,21.29260791
5,-157.7542974,21.29260707
5,-157.7542583,21.29259942
5,-157.754245,21.29258794
5,-157.7542373,21.29256688
5,-157.7542297,21.29254612
5,-157.7542288,21.29254368
5,-157.7542154,21.29252708
5,-157.7541821,21.29251459
6,-157.7511695,21.27894329
6,-157.7510884,21.27894113
6,-157.7510051,21.27894854
6,-157.7509384,21.27896089
6,-157.7508873,21.27897035
6,-157.750852,21.27897036
6,-157.7508441,21.2789689
6,-157.7508206,21.27896451
6,-157.7507499,21.27893557
6,-157.7507493,21.27892651
6,-157.7507499,21.27892524
6,-157.7507569,21.27891044
6,-157.7507731,21.27889015
6,-157.7508216,21.27884132
6,-157.7508235,21.27883941
6,-157.7508441,21.27882123
6,-157.7508552,21.27881149
6,-157.7508917,21.27878564
6,-157.7509553,21.27874707
6,-157.7510025,21.27871847
6,-157.7510296,21.2786968
6,-157.7510327,21.27869406
6,-157.7510791,21.27865281
6,-157.7511045,21.27863028
6,-157.7511269,21.27860282
6,-157.7511631,21.27855856
6,-157.7511893,21.27852647
6,-157.7512061,21.27849612
6,-157.7512212,21.27846218
6,-157.7512496,21.27839801
6,-157.7512643,21.27837005
6,-157.7512822,21.27833612
6,-157.7512953,21.27830195
6,-157.7513154,21.27823278
6,-157.751338,21.27815519
6,-157.7513525,21.27812222
6,-157.7513752,21.27808729
6,-157.7514097,21.27803446
6,-157.7514276,21.27800699
6,-157.7514378,21.27799304
6,-157.751468,21.27795205
6,-157.7515039,21.27788607
6,-157.7515182,21.27785996
6,-157.7515369,21.27783184
6,-157.7515589,21.27780769
6,-157.7515625,21.27780453
6,-157.7515982,21.2777735
6,-157.7516066,21.27776615
6,-157.7516323,21.27774981
6,-157.7516615,21.2777396
6,-157.7516914,21.27773561
6,-157.751693,21.27773539
6,-157.7517025,21.27773579
6,-157.7518408,21.27779752
6,-157.7520601,21.27791989
6,-157.7520694,21.27792761
6,-157.7520776,21.2779344
6,-157.7521031,21.27795552
6,-157.7521609,21.27799304
6,-157.7521875,21.27801032
6,-157.7521898,21.27801179
6,-157.7522011,21.27802128
6,-157.7522463,21.27807379
6,-157.7522579,21.27809203
6,-157.752258,21.27809212
6,-157.7522925,21.27814623
6,-157.7523213,21.27818155
6,-157.752335,21.27819834
6,-157.7523522,21.27822147
6,-157.7523925,21.2782758
6,-157.7524156,21.27830688
6,-157.7524264,21.27832644
6,-157.7524321,21.27833679
6,-157.7526303,21.2788589
6,-157.7526335,21.27887212
6,-157.752635,21.2788782
6,-157.7526545,21.27895847
6,-157.7526779,21.27902983
6,-157.7526839,21.27904777
6,-157.7526869,21.2790719
6,-157.7526782,21.27912831
6,-157.7526678,21.27916236
6,-157.7526532,21.27923287
6,-157.752635,21.2793905
6,-157.7526276,21.27945444
6,-157.7526198,21.27950449
6,-157.7526055,21.27958136
6,-157.7525933,21.27962486
6,-157.7525795,21.27965894
6,-157.7525646,21.27968146
6,-157.7525531,21.2796896
6,-157.7525505,21.27969144
6,-157.7525407,21.2796896
6,-157.7525324,21.2796894
6,-157.7525164,21.27968169
6,-157.7524465,21.27962861
6,-157.7524026,21.27959535
6,-157.7523522,21.27955713
6,-157.7523333,21.27954279
6,-157.7522592,21.27950109
6,-157.7521981,21.27946667
6,-157.7521637,21.27944073
6,-157.7521188,21.27940684
6,-157.7520694,21.27936962
6,-157.7520369,21.27934506
6,-157.7520064,21.2793284
6,-157.7519712,21.27931259
6,-157.7519088,21.27928454
6,-157.7518809,21.2792694
6,-157.7518477,21.27925133
6,-157.751814,21.27923786
6,-157.7517501,21.27921833
6,-157.7516694,21.27919362
6,-157.751637,21.27917869
6,-157.7515982,21.27915205
6,-157.7515574,21.27912408
6,-157.7515248,21.27910172
6,-157.7515039,21.27908602
6,-157.7514707,21.27906103
6,-157.7514073,21.27902983
6,-157.7513154,21.27898456
6,-157.7512812,21.27896771
6,-157.7512466,21.2789561
6,-157.751209,21.27894818
7,-157.7508938,21.29578411
7,-157.7506604,21.29530313
7,-157.750521,21.29501574
7,-157.7498019,21.2942512
7,-157.7490692,21.29347223
7,-157.7490533,21.29345535
7,-157.7489955,21.29322011
7,-157.7490407,21.29301852
7,-157.7490725,21.29287703
7,-157.7490346,21.29278678
7,-157.7489033,21.29247432
7,-157.7488962,21.29244676
7,-157.7488648,21.29232431
7,-157.7491014,21.29227813
7,-157.7491195,21.29227776
7,-157.7491476,21.29226938
7,-157.7492084,21.29225121
7,-157.7493019,21.29223735
7,-157.7494912,21.29223063
7,-157.7500801,21.29223133
7,-157.7501056,21.29223006
7,-157.7501734,21.29222668
7,-157.7502603,21.29221554
7,-157.7502697,21.29221325
7,-157.7504273,21.29213204
7,-157.7504671,21.29210256
7,-157.7505022,21.29207661
7,-157.7505319,21.29205921
7,-157.7505672,21.29204155
7,-157.7506261,21.29201203
7,-157.7506556,21.29199341
7,-157.7506839,21.29197557
7,-157.7507154,21.2919599
7,-157.7507453,21.2919473
7,-157.7508149,21.291918
7,-157.7508441,21.29190381
7,-157.7508784,21.29188723
7,-157.7509164,21.29187535
7,-157.7510024,21.29186151
7,-157.751145,21.29185434
7,-157.751233,21.29185305
7,-157.7512731,21.29185245
7,-157.7516462,21.29180686
7,-157.7517281,21.29176467
7,-157.7517367,21.29175879
7,-157.7517683,21.2917372
7,-157.7517867,21.29172321
7,-157.7518225,21.29169597
7,-157.7518527,21.2916785
7,-157.7518814,21.29166454
7,-157.7519752,21.29161886
7,-157.7520123,21.2916008
7,-157.752047,21.29158935
7,-157.7520777,21.29158457
7,-157.7521887,21.29152743
7,-157.7522674,21.29158718
7,-157.7522802,21.29158999
7,-157.7523136,21.29160251
7,-157.7523429,21.29161984
7,-157.7523522,21.2916268
7,-157.7524024,21.29166454
7,-157.752424,21.29168077
7,-157.7524465,21.291703
7,-157.7525027,21.29175879
7,-157.7525327,21.29178845
7,-157.7526684,21.29189145
7,-157.7526758,21.29189609
7,-157.7526892,21.2919027
7,-157.7529177,21.2919473
7,-157.7530922,21.29214983
7,-157.7533031,21.29233148
7,-157.753469,21.29247441
7,-157.7535071,21.29247135
7,-157.7535868,21.29246495
7,-157.753625,21.29246188
7,-157.7536563,21.29246496
7,-157.754143,21.29251282
7,-157.7541821,21.29251459
7,-157.7542154,21.29252708
7,-157.7542288,21.29254368
7,-157.7542297,21.29254612
7,-157.7543278,21.29258385
7,-157.7545227,21.29255961
7,-157.7545285,21.29254368
7,-157.7545419,21.29252708
7,-157.7545752,21.29251459
7,-157.7546143,21.29251282
7,-157.7546687,21.29251184
7,-157.7546869,21.29251282
7,-157.7547427,21.29251581
7,-157.7547976,21.29252541
7,-157.7548072,21.29252423
7,-157.7548134,21.29252816
7,-157.7548213,21.29252955
7,-157.7548554,21.29254192
7,-157.7548802,21.29255636
7,-157.754897,21.29256989
7,-157.7549434,21.29260707
7,-157.7549664,21.29262551
7,-157.7550859,21.29270153
7,-157.7551308,21.29271887
7,-157.7551798,21.2927484
7,-157.7552092,21.29276615
7,-157.7552343,21.29277644
7,-157.7553233,21.29279558
7,-157.7553797,21.29280772
7,-157.755431,21.29282711
7,-157.7554626,21.29285152
7,-157.755512,21.29288983
7,-157.7555373,21.29290937
7,-157.7555568,21.29292622
7,-157.7555869,21.29295221
7,-157.7557616,21.29300216
7,-157.7555524,21.29319883
7,-157.7553383,21.29322263
7,-157.7551241,21.29338919
7,-157.7549814,21.29353196
7,-157.7548148,21.29357955
7,-157.754672,21.29388888
7,-157.7544103,21.29396026
7,-157.7542675,21.29415062
7,-157.754101,21.29431718
7,-157.7539106,21.29438856
7,-157.7536965,21.29438856
7,-157.7535061,21.29448374
7,-157.7533158,21.29450754
7,-157.7530778,21.29462651
7,-157.7529112,21.29488825
7,-157.7528399,21.29522138
7,-157.7524354,21.29543553
7,-157.7525406,21.29588725
7,-157.7525165,21.29590657
7,-157.752447,21.29596224
7,-157.752399,21.29600061
7,-157.7523665,21.29602669
7,-157.7522381,21.29623806
7,-157.7522374,21.29623965
7,-157.7522119,21.29628295
7,-157.7521946,21.29631242
7,-157.7521637,21.29637477
7,-157.7521316,21.29643969
7,-157.7521078,21.29647146
7,-157.7520694,21.29652283
7,-157.7520463,21.29655374
7,-157.7519629,21.2966912
7,-157.7519609,21.29669479
7,-157.7519429,21.2967243
7,-157.7519421,21.29672541
7,-157.7519215,21.29675929
7,-157.7518995,21.2967769
7,-157.7518809,21.29679844
7,-157.7518557,21.29682773
7,-157.7518331,21.29684848
7,-157.7517867,21.29689111
7,-157.7517808,21.29689654
7,-157.7517551,21.29691878
7,-157.7517178,21.29694273
7,-157.7516681,21.29697461
7,-157.7516415,21.2969948
7,-157.7515982,21.29704269
7,-157.7515784,21.2970645
7,-157.751572,21.29706963
7,-157.7515563,21.29708932
7,-157.7514097,21.29713123
7,-157.7513635,21.29698891
7,-157.7512578,21.29684962
7,-157.7510788,21.29661378
7,-157.7510285,21.29635592
7,-157.7509865,21.29614063
7,-157.7509199,21.29601137
7,-157.7508958,21.29596469
7,-157.7508903,21.29595394
7,-157.7508908,21.29593054
7,-157.7508909,21.29592428
7,-157.7508925,21.29584365
8,-157.7558164,21.2884001
8,-157.7557904,21.28839394
8,-157.7557649,21.28839842
8,-157.7557453,21.28841143
8,-157.7557228,21.28842641
8,-157.7557106,21.28843058
8,-157.7556843,21.28843116
8,-157.7556601,21.28842068
8,-157.7556511,21.28841408
8,-157.7556237,21.28839395
8,-157.7555718,21.28837814
8,-157.7554708,21.28836721
8,-157.7553683,21.28836567
8,-157.755371,21.28830513
8,-157.7553763,21.28827905
8,-157.7553783,21.28826896
8,-157.7553817,21.28825231
8,-157.7554014,21.28820543
8,-157.7554049,21.28819977
8,-157.7554098,21.28819171
8,-157.7554187,21.28817716
8,-157.7554349,21.28815065
8,-157.7554436,21.28812989
8,-157.7554539,21.28808372
8,-157.7554554,21.28807312
8,-157.7554565,21.28806563
8,-157.7554626,21.28802226
8,-157.7554679,21.28798452
8,-157.75548,21.28794011
8,-157.7554895,21.28792132
8,-157.7555143,21.2878944
8,-157.7555347,21.28787229
8,-157.7555568,21.28784298
8,-157.7555752,21.28781857
8,-157.755593,21.28780015
8,-157.7556215,21.28777058
8,-157.7556377,21.28773965
8,-157.7556511,21.28770458
8,-157.7556637,21.28767142
8,-157.7556829,21.28764351
8,-157.7556964,21.28763337
8,-157.7557298,21.28761965
8,-157.7557727,21.28761164
8,-157.755843,21.28759852
8,-157.7558537,21.28759427
8,-157.7558633,21.28759045
8,-157.7558668,21.28758908
8,-157.7558883,21.28757544
8,-157.755906,21.28755727
8,-157.7559188,21.28753482
8,-157.7559191,21.28753389
8,-157.7559217,21.28752619
8,-157.7559273,21.28750995
8,-157.7559338,21.28746753
8,-157.7559348,21.28746155
8,-157.7559338,21.28742314
8,-157.7560228,21.28742314
8,-157.7560281,21.28742314
8,-157.7560256,21.28745945
8,-157.7560272,21.28749649
8,-157.7560281,21.28750249
8,-157.7560332,21.28753969
8,-157.7560456,21.28758416
8,-157.7560615,21.28761535
8,-157.7560822,21.28773411
8,-157.7563119,21.28770553
8,-157.7563147,21.28770562
8,-157.7564969,21.28769926
8,-157.7566194,21.28768278
8,-157.7566879,21.28766069
8,-157.7566975,21.28765757
8,-157.7567357,21.28765282
8,-157.7568073,21.28766437
8,-157.7568529,21.28768057
8,-157.7569425,21.2877058
8,-157.7569427,21.2877059
8,-157.7569975,21.28773056
8,-157.7570197,21.28774872
8,-157.757039,21.28777668
8,-157.7570525,21.28781066
8,-157.7570561,21.28782973
8,-157.7570182,21.28836576
8,-157.7570132,21.28837777
8,-157.7569796,21.28843526
8,-157.7569706,21.28845992
8,-157.7569218,21.28846151
8,-157.7568918,21.28847271
8,-157.7568828,21.28848731
8,-157.7568764,21.28851149
8,-157.7568696,21.28853693
8,-157.7568584,21.28854727
8,-157.7568413,21.28855243
8,-157.7568111,21.28855418
8,-157.7567889,21.28855546
8,-157.7564993,21.28855418
8,-157.7565001,21.28853988
8,-157.7564993,21.28853781
8,-157.7564959,21.28852835
8,-157.7564879,21.28851592
8,-157.7564711,21.28850107
8,-157.7564476,21.28848834
8,-157.7563866,21.28847027
8,-157.7563193,21.2884617
8,-157.7560569,21.28845992
8,-157.756047,21.28845986
8,-157.7559338,21.28845248
8,-157.7558853,21.28844203
8,-157.7558651,21.28843358
8,-157.7558396,21.28841604
9,-157.7571761,21.29645988
9,-157.7569365,21.29556317
9,-157.756937,21.29556304
9,-157.7569677,21.29556027
9,-157.7569986,21.29556318
9,-157.757028,21.29557189
9,-157.7570649,21.29559433
9,-157.7571123,21.29562318
9,-157.7571256,21.29563128
9,-157.757137,21.29566814
9,-157.7571928,21.29567218
9,-157.7571958,21.29567399
9,-157.7572312,21.29568783
9,-157.7573131,21.29570497
9,-157.7574038,21.29571332
9,-157.757499,21.29571694
9,-157.7578172,21.29571731
9,-157.7584851,21.29576559
9,-157.7585138,21.29577666
9,-157.7585902,21.29579455
9,-157.7586751,21.29580403
9,-157.7588193,21.29581169
9,-157.7589078,21.29581639
9,-157.7591702,21.29587245
9,-157.759173,21.2958736
9,-157.7592092,21.29588491
9,-157.7593172,21.29590594
9,-157.7594282,21.29592757
9,-157.7594493,21.29593208
9,-157.7595155,21.29595597
9,-157.7595479,21.29596769
9,-157.7595828,21.29597651
9,-157.7596575,21.2959832
9,-157.759732,21.29597635
9,-157.7597666,21.29596733
9,-157.7597982,21.29595512
9,-157.7598656,21.29592907
9,-157.7599539,21.29590594
9,-157.7600154,21.29588982
9,-157.7600437,21.29587806
9,-157.7603738,21.29578963
9,-157.7603822,21.2957849
9,-157.7603864,21.2957838
9,-157.76042,21.29576944
9,-157.7604496,21.29575122
9,-157.760458,21.29574524
9,-157.760479,21.29573016
9,-157.7607271,21.29558993
9,-157.7607407,21.29558424
9,-157.7607609,21.29557585
9,-157.7607869,21.29557358
9,-157.7608123,21.29557851
9,-157.760835,21.29558989
9,-157.7608359,21.29559033
9,-157.7608812,21.29562318
9,-157.7609081,21.29564267
9,-157.7609293,21.2956633
9,-157.7609849,21.29571743
9,-157.7609945,21.29572685
9,-157.7612115,21.29599606
9,-157.761212,21.29599695
9,-157.7612474,21.2960581
9,-157.7612819,21.29609445
9,-157.7613063,21.29612012
9,-157.7613165,21.29613088
9,-157.7613417,21.2961529
9,-157.7613701,21.29617164
9,-157.7614004,21.2961887
9,-157.7614448,21.29621383
9,-157.7616579,21.29639743
9,-157.7616833,21.29642183
9,-157.7617348,21.29647146
9,-157.7617569,21.29649272
9,-157.7617775,21.2965134
9,-157.7618297,21.29656571
9,-157.7618718,21.29660786
9,-157.7619238,21.29665997
